mpath_term_name,allele_accession_id,intermediate_mp_term_id,project_fullname,project_name,percentage_change,strain_accession_id,top_level_anatomy_term_id,assertion_type_id,phenotyping_center,top_level_anatomy_term_name,pipeline_stable_key,pipeline_stable_id,parameter_stable_id,life_stage_name,mp_term_name,top_level_mp_term_id,top_level_mp_term_name,intermediate_anatomy_term_id,assertion_type,pipeline_name,procedure_stable_id,life_stage_acc,resource_fullname,procedure_name,parameter_stable_key,anatomy_term_name,intermediate_anatomy_term_name,intermediate_mp_term_name,marker_symbol,procedure_stable_key,mpath_term_id,mp_term_id,anatomy_term_id,p_value,marker_accession_id,sex,colony_id,parameter_name,effect_size,allele_name,doc_id,allele_symbol,ontology_db_id,zygosity,strain_name,_version_,resource_name,statistical_method
hyperplasia,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_057_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4478,,,,Fbxo7,102,MPATH:134,,,,MGI:1917004,female,MEBV,Liver - MPATH process term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5465,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171618283524,IMPC,Unknown
hyperplasia,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_093_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4514,,,,Fbxo7,102,MPATH:134,,,,MGI:1917004,female,MEBV,Spleen - MPATH process term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5467,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171618283525,IMPC,Unknown
hyperplasia,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_232_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,6201,,,,Fbxo7,102,MPATH:134,,,,MGI:1917004,female,MEBV,Bone marrow - MPATH process term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5468,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171618283526,IMPC,Unknown
extramedullary hemopoiesis,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_091_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4512,,,,Fbxo7,102,MPATH:595,,,,MGI:1917004,male,MEBV,Spleen - MPATH diagnostic term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5447,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171623526406,IMPC,Unknown
extramedullary hemopoiesis,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_091_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4512,,,,Fbxo7,102,MPATH:595,,,,MGI:1917004,male,MEBV,Spleen - MPATH diagnostic term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5453,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171623526407,IMPC,Unknown
extramedullary hemopoiesis,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_091_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4512,,,,Fbxo7,102,MPATH:595,,,,MGI:1917004,female,MEBV,Spleen - MPATH diagnostic term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5459,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171623526408,IMPC,Unknown
extramedullary hemopoiesis,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_055_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4476,,,,Fbxo7,102,MPATH:595,,,,MGI:1917004,female,MEBV,Liver - MPATH diagnostic term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5464,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171623526409,IMPC,Unknown
extramedullary hemopoiesis,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_091_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4512,,,,Fbxo7,102,MPATH:595,,,,MGI:1917004,female,MEBV,Spleen - MPATH diagnostic term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5466,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171623526410,IMPC,Unknown
atrophy,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_009_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4430,,,,Fbxo7,102,MPATH:127,,,,MGI:1917004,male,MEBV,Eye with optic nerve - MPATH process term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5445,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171625623561,IMPC,Unknown
atrophy,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_009_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4430,,,,Fbxo7,102,MPATH:127,,,,MGI:1917004,male,MEBV,Eye with optic nerve - MPATH process term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5451,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171625623562,IMPC,Unknown
atrophy,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_009_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4430,,,,Fbxo7,102,MPATH:127,,,,MGI:1917004,female,MEBV,Eye with optic nerve - MPATH process term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5457,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171625623563,IMPC,Unknown
atrophy,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_009_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4430,,,,Fbxo7,102,MPATH:127,,,,MGI:1917004,female,MEBV,Eye with optic nerve - MPATH process term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5462,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171625623564,IMPC,Unknown
process of degenerative change,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_141_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4562,,,,Fbxo7,102,MPATH:14,,,,MGI:1917004,male,MEBV,Testes - MPATH process term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5449,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171641352195,IMPC,Unknown
process of degenerative change,MGI:4842259,,Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,,MGI:2159965,,ECO:0000218,WTSI,,15,MGP_001,IMPC_HIS_141_001,postnatal,,,,,manual,MGP Select Pipeline,IMPC_HIS_001,EFO:0002948,International Mouse Phenotyping Consortium,Histopathology,4562,,,,Fbxo7,102,MPATH:14,,,,MGI:1917004,male,MEBV,Testes - MPATH process term,,"targeted mutation 1a, Wellcome Trust Sanger Institute",5455,Fbxo7<tm1a(EUCOMM)Wtsi>,24,homozygote,C57BL/6N,1629181171641352196,IMPC,Unknown
"",MGI:4842259,"MP:0001570,MP:0001573,MP:0009642,MP:0005319,MP:0005416,MP:0008469,MP:0001764",International Mouse Phenotyping Consortium,IMPC,-38.37%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_CBC_013_001,postnatal,decreased circulating alanine transaminase level,MP:0005376,homeostasis/metabolism phenotype,,automatic,MGP Select Pipeline,IMPC_CBC_001,EFO:0002948,International Mouse Phenotyping Consortium,Clinical Chemistry,1956,,,"abnormal circulating enzyme level,abnormal circulating alanine transaminase level,abnormal blood homeostasis,abnormal enzyme/coenzyme level,abnormal circulating protein level,abnormal protein level,abnormal homeostasis",Fbxo7,96,,MP:0002942,,1.8937658819553E-5,MGI:1917004,female,MEBV,Alanine aminotransferase,-19.0309191181515,"targeted mutation 1a, Wellcome Trust Sanger Institute",65939,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181173392474112,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0001570,MP:0001573,MP:0009642,MP:0005319,MP:0005416,MP:0008469,MP:0001764",International Mouse Phenotyping Consortium,IMPC,-38.37%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_CBC_013_001,postnatal,decreased circulating alanine transaminase level,MP:0005376,homeostasis/metabolism phenotype,,automatic,MGP Select Pipeline,IMPC_CBC_001,EFO:0002948,International Mouse Phenotyping Consortium,Clinical Chemistry,1956,,,"abnormal circulating enzyme level,abnormal circulating alanine transaminase level,abnormal blood homeostasis,abnormal enzyme/coenzyme level,abnormal circulating protein level,abnormal protein level,abnormal homeostasis",Fbxo7,96,,MP:0002942,,1.8937658819553E-5,MGI:1917004,male,MEBV,Alanine aminotransferase,-19.0309191181515,"targeted mutation 1a, Wellcome Trust Sanger Institute",65940,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181173392474113,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0002396,MP:0002596,MP:0002447,MP:0013659,MP:0013658,MP:0013657,MP:0013656",International Mouse Phenotyping Consortium,IMPC,-13.67%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_HEM_004_001,postnatal,decreased hematocrit,MP:0005397,hematopoietic system phenotype,,automatic,MGP Select Pipeline,IMPC_HEM_001,EFO:0002948,International Mouse Phenotyping Consortium,Hematology,1924,,,"abnormal hematopoietic system morphology/development,abnormal hematocrit,abnormal erythrocyte morphology,abnormal erythroid lineage cell morphology,abnormal myeloid cell morphology,abnormal blood cell morphology,abnormal hematopoietic cell morphology",Fbxo7,95,,MP:0000208,,1.21834155713923E-17,MGI:1917004,female,MEBV,Hematocrit,-7.41458934290863,"targeted mutation 1a, Wellcome Trust Sanger Institute",72187,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181177034178561,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0002396,MP:0002596,MP:0002447,MP:0013659,MP:0013658,MP:0013657,MP:0013656",International Mouse Phenotyping Consortium,IMPC,-13.67%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_HEM_004_001,postnatal,decreased hematocrit,MP:0005397,hematopoietic system phenotype,,automatic,MGP Select Pipeline,IMPC_HEM_001,EFO:0002948,International Mouse Phenotyping Consortium,Hematology,1924,,,"abnormal hematopoietic system morphology/development,abnormal hematocrit,abnormal erythrocyte morphology,abnormal erythroid lineage cell morphology,abnormal myeloid cell morphology,abnormal blood cell morphology,abnormal hematopoietic cell morphology",Fbxo7,95,,MP:0000208,,1.21834155713923E-17,MGI:1917004,male,MEBV,Hematocrit,-7.41458934290863,"targeted mutation 1a, Wellcome Trust Sanger Institute",72188,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181177034178562,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0011182,MP:0002396,MP:0011180,MP:0013662,MP:0013661,MP:0002447,MP:0013659,MP:0001586,MP:0013658,MP:0013657,MP:0013656",International Mouse Phenotyping Consortium,IMPC,-11.41%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_HEM_002_001,postnatal,decreased erythrocyte cell number,MP:0005397,hematopoietic system phenotype,,automatic,MGP Select Pipeline,IMPC_HEM_001,EFO:0002948,International Mouse Phenotyping Consortium,Hematology,1922,,,"decreased hematopoietic cell number,abnormal hematopoietic system morphology/development,abnormal hematopoietic cell number,decreased myeloid cell number,abnormal myeloid cell number,abnormal erythrocyte morphology,abnormal erythroid lineage cell morphology,abnormal erythrocyte cell number,abnormal myeloid cell morphology,abnormal blood cell morphology,abnormal hematopoietic cell morphology",Fbxo7,95,,MP:0002875,,2.46147611802185E-21,MGI:1917004,female,MEBV,Red blood cell count,-1.24592700958471,"targeted mutation 1a, Wellcome Trust Sanger Institute",72183,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181177081364487,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0011182,MP:0002396,MP:0011180,MP:0013662,MP:0013661,MP:0002447,MP:0013659,MP:0001586,MP:0013658,MP:0013657,MP:0013656",International Mouse Phenotyping Consortium,IMPC,-19.87%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_HEM_002_001,postnatal,decreased erythrocyte cell number,MP:0005397,hematopoietic system phenotype,,automatic,MGP Select Pipeline,IMPC_HEM_001,EFO:0002948,International Mouse Phenotyping Consortium,Hematology,1922,,,"decreased hematopoietic cell number,abnormal hematopoietic system morphology/development,abnormal hematopoietic cell number,decreased myeloid cell number,abnormal myeloid cell number,abnormal erythrocyte morphology,abnormal erythroid lineage cell morphology,abnormal erythrocyte cell number,abnormal myeloid cell morphology,abnormal blood cell morphology,abnormal hematopoietic cell morphology",Fbxo7,95,,MP:0002875,,2.46147611802185E-21,MGI:1917004,male,MEBV,Red blood cell count,-2.17010342652269,"targeted mutation 1a, Wellcome Trust Sanger Institute",72184,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181177082413056,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0002396,MP:0005563,MP:0002447,MP:0013659,MP:0013658,MP:0013657,MP:0001588,MP:0013656",International Mouse Phenotyping Consortium,IMPC,-13.5%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_HEM_003_001,postnatal,decreased hemoglobin content,MP:0005397,hematopoietic system phenotype,,automatic,MGP Select Pipeline,IMPC_HEM_001,EFO:0002948,International Mouse Phenotyping Consortium,Hematology,1923,,,"abnormal hematopoietic system morphology/development,abnormal hemoglobin content,abnormal erythrocyte morphology,abnormal erythroid lineage cell morphology,abnormal myeloid cell morphology,abnormal blood cell morphology,abnormal hemoglobin,abnormal hematopoietic cell morphology",Fbxo7,95,,MP:0002874,,7.01524382906791E-19,MGI:1917004,female,MEBV,Hemoglobin,-2.08753382454097,"targeted mutation 1a, Wellcome Trust Sanger Institute",72185,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181177134841861,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0002396,MP:0005563,MP:0002447,MP:0013659,MP:0013658,MP:0013657,MP:0001588,MP:0013656",International Mouse Phenotyping Consortium,IMPC,-13.5%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,IMPC_HEM_003_001,postnatal,decreased hemoglobin content,MP:0005397,hematopoietic system phenotype,,automatic,MGP Select Pipeline,IMPC_HEM_001,EFO:0002948,International Mouse Phenotyping Consortium,Hematology,1923,,,"abnormal hematopoietic system morphology/development,abnormal hemoglobin content,abnormal erythrocyte morphology,abnormal erythroid lineage cell morphology,abnormal myeloid cell morphology,abnormal blood cell morphology,abnormal hemoglobin,abnormal hematopoietic cell morphology",Fbxo7,95,,MP:0002874,,7.01524382906791E-19,MGI:1917004,male,MEBV,Hemoglobin,-2.08753382454097,"targeted mutation 1a, Wellcome Trust Sanger Institute",72186,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181177134841862,IMPC,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0011180,MP:0011181,MP:0012441,MP:0008250,MP:0000218,MP:0008251,MP:0000716,MP:0008246,MP:0000217,MP:0002620,MP:0008247,MP:0008248,MP:0000685,MP:0002396,MP:0013658,MP:0013656",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,30.92%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,MGP_BCI_012_001,postnatal,increased monocyte cell number,"MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,MGP_BCI_001,EFO:0002948,"Infection, Immunity and Immunophenotyping consortium",Buffy coat peripheral blood leukocyte immunophenotyping,5564,,,"abnormal hematopoietic cell number,increased hematopoietic cell number,abnormal monocyte cell number,abnormal myeloid leukocyte morphology,increased leukocyte cell number,abnormal phagocyte morphology,abnormal immune system cell morphology,abnormal leukocyte morphology,abnormal leukocyte cell number,abnormal monocyte morphology,abnormal mononuclear cell morphology,abnormal mononuclear phagocyte morphology,abnormal immune system morphology,abnormal hematopoietic system morphology/development,abnormal myeloid cell morphology,abnormal hematopoietic cell morphology",Fbxo7,215,,MP:0000220,,3.21298198149334E-5,MGI:1917004,female,MEBV,Monocyte percentage,2.63841932148099,"targeted mutation 1a, Wellcome Trust Sanger Institute",61596,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181177504989186,3i,"Mixed Model framework, linear mixed-effects model, equation withWeight"
"",MGI:4842259,"MP:0011180,MP:0011181,MP:0012441,MP:0008250,MP:0000218,MP:0008251,MP:0000716,MP:0008246,MP:0000217,MP:0002620,MP:0008247,MP:0008248,MP:0000685,MP:0002396,MP:0013658,MP:0013656",Wellcome Trust Sanger Institute Mouse Genetics Project,MGP,30.92%,MGI:2159965,,ECO:0000203,WTSI,,15,MGP_001,MGP_BCI_012_001,postnatal,increased monocyte cell number,"MP:0005387,MP:0005397","immune system phenotype,hematopoietic system phenotype",,automatic,MGP Select Pipeline,MGP_BCI_001,EFO:0002948,"Infection, Immunity and Immunophenotyping consortium",Buffy coat peripheral blood leukocyte immunophenotyping,5564,,,"abnormal hematopoietic cell number,increased hematopoietic cell number,abnormal monocyte cell number,abnormal myeloid leukocyte morphology,increased leukocyte cell number,abnormal phagocyte morphology,abnormal immune system cell morphology,abnormal leukocyte morphology,abnormal leukocyte cell number,abnormal monocyte morphology,abnormal mononuclear cell morphology,abnormal mononuclear phagocyte morphology,abnormal immune system morphology,abnormal hematopoietic system morphology/development,abnormal myeloid cell morphology,abnormal hematopoietic cell morphology",Fbxo7,215,,MP:0000220,,3.21298198149334E-5,MGI:1917004,male,MEBV,Monocyte percentage,2.63841932148099,"targeted mutation 1a, Wellcome Trust Sanger Institute",61597,Fbxo7<tm1a(EUCOMM)Wtsi>,5,homozygote,C57BL/6N,1629181177504989187,3i,"Mixed Model framework, linear mixed-effects model, equation withWeight"
